x,y,z
32,21,7200
18,19,3789
46,38,18057
22,12,3019
6,1,172
46,21,10951
17,0,710
5,48,8738
3,6,316
21,39,10129
14,17,2748
26,40,11987
26,47,14802
30,45,15344
49,1,5417
43,24,11165
24,19,4905
9,12,1342
49,31,15978
21,26,6086
17,27,5490
26,8,2867
44,48,22193
47,28,14001
7,45,8305
49,42,21203
17,35,7745
21,34,8454
22,24,5767
31,8,3673
24,3,1754
48,4,6010
8,36,5922
45,36,16762
45,31,14578
32,6,3419
26,28,7847
41,37,15762
11,28,4532
2,23,2105
3,48,8213
4,6,368
23,32,8336
26,9,3059
12,21,3200
20,6,1728
5,35,5033
8,33,5147
21,12,2867
20,43,11274
9,18,2218
18,23,4698
25,6,2362
20,42,10907
7,7,629
12,30,5215
44,39,17766
44,14,8015
22,38,10066
32,22,7500
8,6,611
37,24,9443
15,14,2360
18,37,8632
22,23,5506
16,19,3449
26,9,3060
36,6,4111
43,5,5218
6,48,9007
7,9,818
22,33,8396
49,6,6803
11,46,9717
7,6,545
19,36,8572
49,17,10378
29,49,16746
33,23,8057
23,29,7409
48,43,21297
9,14,1610
3,22,2076
7,37,5969
23,13,3378
14,17,2747
39,45,18674
25,17,4617
12,25,4035
4,18,1604
5,29,3666
34,42,15458
15,24,4360
15,2,752
14,14,2225
12,29,4967
15,11,1878
21,40,10482
3,46,7596
45,38,17678
41,18,8522
30,37,12087
24,20,5153
33,19,6850
36,35,13217
48,23,12318
5,34,4791
31,38,12792
33,48,17783
19,30,6748
15,33,6674
2,38,5166
5,29,3666
44,13,7704
41,14,7274
47,48,23480
40,0,3493
44,2,4668
23,23,5717
14,28,5123
13,49,11369
38,19,8069
13,33,6218
21,14,3255
11,34,6045
27,6,2645
0,28,2673
28,9,3380
38,48,19727
9,13,1473
5,39,6065
41,7,5322
11,33,5778
3,47,7902
15,27,5077
49,6,6803
13,26,4446
6,37,5751
22,42,11509
16,42,9751
40,40,16734
37,40,15651
26,30,8477
36,15,6398
10,37,6648
6,49,9339
21,7,2002
13,11,1642
12,23,3605
10,6,757
15,42,9472
40,29,12135
45,14,8271
4,38,5583
33,1,2602
18,46,11781
7,35,5445
29,14,4671
29,6,2942
11,22,3237
6,49,9340
32,20,6906
42,45,19855
36,39,14870
37,10,5271
11,10,1293
40,6,4867
46,46,22002
44,0,4194
33,23,8058
33,11,4721
33,19,6849
15,2,752
8,5,527
6,3,277
21,10,2503
28,36,11101
16,19,3449
6,25,3028
39,46,19153
17,3,1026
15,32,6393
35,36,13292
39,24,10000
16,44,10449
6,20,2147
34,27,9638
41,22,9866
32,41,14340
48,3,5738
2,13,815
45,2,4863
25,42,12442
35,28,10268
26,0,1547
37,28,10851
10,48,10123
28,3,2258
37,39,15218
22,8,2295
16,21,3871
17,44,10743
6,23,2658
39,0,3329
49,40,20198
18,45,11408
35,42,15812
29,44,14570
6,7,561
40,4,4386
30,2,2357
21,11,2681
34,41,15028
24,47,14118
26,5,2327
20,37,9167
28,18,5468
34,14,5685
1,29,3009
12,17,2459
17,21,4050
10,9,1075
20,33,7883
0,42,5768
35,10,4869
0,17,1068
27,14,4292
42,8,5795
42,12,6919
18,39,9289
37,0,3010
28,7,2981
36,13,5848
9,44,8510
38,24,9720
3,15,1118
46,35,16677
10,22,3078
13,21,3362
36,16,6682
10,20,2703
34,49,18636
48,18,10448
26,34,9809
31,47,16581
43,15,8077
1,1,41
43,42,18796
32,25,8435
21,14,3255
25,26,7003
24,22,5668
14,34,6726
44,22,10727
11,32,5517
36,45,17528
25,20,5359
15,18,3088
32,36,12329
45,23,11393
5,22,2343
9,36,6143
20,14,3096
21,24,5555
39,37,15058
28,36,11101
46,10,7278
39,3,3974
10,17,2188
18,35,7998
2,32,3779
46,40,19007
1,42,5986
25,7,2537
3,46,7596
21,36,9106
26,28,7848
22,6,1969
2,9,467
42,44,19367
46,44,20979
34,26,9298
39,33,13394
12,37,7119
14,24,4176
41,10,6123
20,45,12023
25,22,5882
43,23,10797
17,47,11850
45,9,6745
31,12,4577
9,21,2737
38,6,4482
48,16,9742
29,48,16298
15,15,2533
20,15,3293
37,23,9105
34,32,11427
11,39,7470
7,15,1525
39,20,8649
3,7,381
41,5,4817
23,15,3798
42,37,16120
31,15,5317
12,45,9656
14,1,587
18,34,7689
43,1,4242
8,40,7038
45,16,8923
9,4,510
12,33,5996
0,22,1707
27,42,13085
27,25,7185
32,24,8118
47,22,11625
7,4,392
33,15,5738
16,3,938
30,13,4623
48,26,13512
19,39,9565
45,10,7039
30,33,10604
39,30,12209
22,33,8395
15,0,568
37,33,12745
16,13,2327
44,28,13014
20,16,3497
17,38,8690
18,5,1368
0,48,7454
5,0,98
21,16,3667
16,35,7497
47,12,8145
21,34,8455
33,22,7746
26,18,5057
26,32,9132
44,24,11466
46,7,6401
1,23,1977
47,0,4760
45,12,7643
43,10,6573
47,18,10161
14,47,10937
33,18,6563
2,32,3779
43,30,13492
27,27,7789
49,37,18738
10,34,5826
36,3,3458
9,16,1903
7,19,2117
35,19,7326
42,39,17017
45,44,20571
41,42,18026
6,25,3027
17,25,4985
17,21,4049
25,34,9531
9,46,9162
20,31,7278
16,45,10808
8,6,611
14,45,10224
18,45,11407
43,18,9052
33,23,8058
22,45,12655
37,34,13143
43,16,8397
37,10,5271
20,4,1446
49,10,8018
42,5,5015
15,45,10513
15,27,5077
49,49,24905
46,1,4812
26,3,1998
0,26,2328
31,4,2864
9,22,2922
26,25,6948
7,47,8949
40,36,14977
18,37,8632
11,10,1292
45,35,16313
3,44,7004
6,20,2147
35,46,17612
9,7,778
41,24,10574
15,12,2033
25,2,1722
23,6,2097
46,15,8857
22,20,4755
27,38,11541
15,34,6961
41,39,16649
6,22,2481
30,23,7313
17,11,2129
30,3,2534
40,9,5635
23,4,1784
42,28,12376
33,5,3378
32,42,14759
48,1,5211
8,48,9558
30,7,3298
41,45,19458
18,19,3789
19,39,9566
0,15,854
35,25,9234
38,32,12671
18,0,788
2,45,7056
26,34,9809
34,1,2748
5,41,6617
8,24,3149
11,44,9044
33,4,3174
43,32,14316
40,6,4868
24,46,13707
28,2,2091
22,38,10065
27,39,11918
22,44,12268
12,44,9317
33,4,3174
48,36,17881
20,49,13595
16,36,7801
10,22,3077
24,36,9937
34,17,6508
42,46,20350
22,39,10417
22,29,7168
22,30,7466
28,41,13012
14,21,3527
48,22,11932
5,16,1442
16,27,5281
16,42,9752
48,24,12710
8,48,9557
4,21,2048
1,48,7702
21,21,4802
45,33,15433
44,21,10367
19,18,3748
0,35,4074
9,11,1218
19,20,4189
21,43,11577
5,49,9065
6,1,172
26,6,2501
30,48,16663
31,40,13592
3,1,82
23,7,2261
37,23,9106
47,15,9125
34,34,12186
30,21,6727
25,28,7599
34,24,8635
45,29,13745
19,1,978
20,39,9845
32,20,6905
18,23,4697
20,49,13596
30,48,16663
22,24,5767
1,19,1410
26,1,1692
43,32,14317
37,28,10851
13,45,9937
9,43,8193
40,9,5636
34,44,16335
25,36,10222
0,32,3438
32,13,5015
35,17,6738
6,5,407
16,26,5031
21,16,3667
32,20,6905
33,25,8698
3,5,257
39,49,20626
4,29,3496
28,3,2257
14,48,11304
44,14,8016
18,16,3172
45,45,21073
14,35,7014
35,35,12894
13,44,9595
40,20,8913
40,16,7638
28,4,2429
47,14,8792
7,19,2117
24,11,3138
30,1,2187
24,13,3543
3,22,2077
21,6,1847
20,33,7884
21,18,4102
4,33,4363
4,28,3293
27,44,13893
30,18,5893
32,20,6906
33,20,7143
1,48,7703
40,33,13723
36,35,13218
7,16,1665
45,22,11022
27,48,15581
17,40,9351
24,42,12127
15,18,3089
16,10,1848
16,23,4317
10,31,5057
42,47,20850
5,20,2019
27,12,3844
17,44,10743
39,30,12209
38,5,4248
45,36,16762
45,7,6177
24,29,7656
12,26,4260
8,49,9899
24,46,13708
26,9,3059
8,15,1637
18,3,1117
47,49,24017
44,29,13415
47,45,21905
10,43,8453
10,35,6094
18,33,7387
29,30,9279
21,39,10130
38,40,16008
10,12,1448
19,7,1758
15,3,854
18,47,12161
3,43,6717
41,12,6686
41,37,15762
28,40,12618
10,18,2353
23,21,5202
9,3,433
24,29,7656
46,13,8208
10,23,3273
5,49,9065
21,32,7826
33,42,15107
5,9,666
48,45,22327
6,4,340
9,35,5874
37,33,12746
18,43,10677
8,49,9899
15,25,4594
4,17,1468
2,31,3570
27,30,8740
35,1,2898
15,7,1317
32,17,6059
35,46,17612
18,33,7387
13,31,5682
15,21,3697
30,5,2904
49,20,11478
35,36,13293
33,22,7747
13,24,3994
6,24,2840
14,28,5123
1,7,282
7,24,2993
16,38,8428
6,12,1051
11,47,10061
13,24,3994
14,40,8544
9,9,986
1,24,2135
1,10,483
13,38,7663
38,3,3798
38,3,3798
9,12,1343
26,32,9132
3,42,6437
11,28,4533
19,44,11340
27,38,11541
43,4,4964
36,12,5582
43,5,5217
22,13,3216
35,32,11733
41,42,18027
30,4,2716
36,4,3670
8,24,3149
10,40,7524
21,13,3057
28,28,8357
8,29,4200
23,39,10710
48,23,12318
7,35,5445
30,40,13264
5,38,5798
42,8,5796
33,11,4722
36,5,3887
41,22,9867
9,30,4618
7,40,6800
18,29,6239
43,5,5217
13,4,795
30,15,5114
24,34,9255
49,14,9331
21,2,1286
27,5,2465
1,5,178
9,2,362
32,1,2460
9,8,878
19,25,5393
37,33,12745
44,19,9666
17,32,6855
45,15,8593
46,3,5318
36,9,4820
17,44,10742
1,15,938
31,26,8497
19,5,1474
49,12,8662
30,36,11707
21,32,7826
45,3,5113
44,31,14237
23,14,3585
14,16,2568
31,47,16582
36,8,4578
9,15,1754
36,16,6682
13,31,5681
33,42,15106
19,49,13266
22,20,4756
25,6,2362
1,28,2822
45,16,8923
26,48,15227
47,13,8466
14,19,3125
46,39,18530
19,2,1092
10,20,2703
48,21,11551
25,0,1439
26,33,9468
45,14,8271
43,17,8721
4,25,2724
43,2,4477
32,3,2826
45,4,5371
0,34,3855
26,34,9809
26,13,3888
40,36,14978
16,44,10450
40,43,18113
24,40,11374
41,17,8201
15,11,1877
0,29,2855
14,5,983
12,20,3006
34,23,8313
12,10,1396
15,23,4134
21,45,12337
0,15,854
30,9,3716
34,26,9298
23,36,9657
7,33,4946
28,13,4247
16,22,4092
28,8,3177
46,34,16229
36,10,5067
24,35,9593
49,23,12634
32,42,14759
9,31,4857
43,1,4241
27,5,2465
46,4,5579
14,49,11676
29,24,7371
19,7,1758
36,22,8512
49,49,24906
30,3,2534
6,26,3221
18,31,6802
10,44,8775
41,3,4338
25,39,11306
28,15,4717
47,20,10880
45,0,4378
29,29,8946
35,44,16701
7,49,9618
28,36,11102
0,24,2006
5,14,1190
22,23,5506
13,17,2602
5,14,1191
44,13,7704
23,36,9657
46,20,10588
27,39,11918
1,25,2297
5,2,183
6,28,3628
11,23,3438
2,19,1518
16,2,831
46,41,19491
3,4,205
38,43,17357
38,20,8388
12,26,4260
19,37,8897
30,14,4865
34,18,6793
29,11,3977
16,20,3657
20,30,6983
36,25,9507
35,32,11732
30,17,5627
14,24,4176
0,44,6306
13,42,8927
11,49,10770
44,16,8658
18,22,4461
9,35,5873
28,39,12230
40,14,7036
36,12,5582
45,22,11022
37,28,10851
8,44,8250
10,23,3274
13,24,3995
33,27,9361
6,31,4282
3,19,1630
13,36,7066
35,36,13293
30,17,5627
21,14,3254
5,36,5283
11,30,5012
49,19,11106
37,9,5017
17,11,2130
11,13,1697
28,14,4479
31,10,4112
40,46,19548
44,46,21167
7,7,629
24,47,14118
48,3,5738
35,16,6453
32,5,3215
10,43,8453
49,35,17794
30,44,14916
40,26,11008
45,33,15434
10,36,6367
48,34,16959
42,9,6067
34,1,2747
48,2,5472
32,39,13518
45,24,11770
1,14,834
37,25,9785
5,7,497
11,47,10062
32,42,14760
49,27,14257
13,35,6778
29,9,3545
40,34,14135
2,19,1517
18,12,2431
6,46,8361
48,25,13107
47,2,5265
27,27,7789
35,45,17154
14,43,9533
33,23,8058
48,45,22328
42,30,13166
2,11,630
17,37,8370
35,19,7325
15,47,11238
19,13,2754
17,37,8370
0,15,853
7,45,8306
13,8,1242
34,22,7997
39,34,13801
47,22,11624
29,12,4202
3,12,796
49,8,7398
30,10,3934
40,39,16286
31,47,16582
40,18,8264
40,17,7947
28,32,9682
37,41,16090
0,19,1306
44,8,6234
47,28,14001
32,13,5015
42,1,4059
32,13,5016
35,11,5118
17,16,3015
24,47,14117
17,26,5235
49,26,13842
26,28,7847
16,35,7497
39,5,4434
20,20,4373
49,20,11479
23,11,2981
37,17,7209
5,18,1719
24,44,12906
9,2,363
42,36,15680
20,48,13194
20,19,4145
19,45,11713
11,20,2852
28,41,13012
37,3,3625
29,8,3339
36,4,3669
48,25,13107
38,4,4019
8,48,9558
34,37,13367
26,23,6377
28,4,2430
32,43,15186
25,35,9873
18,27,5702
4,10,684
36,11,5321
49,16,10022
31,36,12016
18,2,1001
24,10,2943
36,5,3887
48,36,17882
21,29,6930
1,22,1827
21,48,13522
4,18,1604
46,13,8208
16,44,10450
29,47,15858
15,16,2712
39,14,6800
36,41,15731
48,24,12710
28,10,3588
35,45,17154
24,8,2573
35,7,4157
37,7,4529
30,46,15778
6,11,942
2,20,1656
13,37,7361
40,22,9587
4,2,147
49,17,10378
10,39,7225
49,41,20698
20,21,4607
8,35,5658
22,35,9045
32,38,13116
2,39,5417
11,1,402
28,19,5730
18,23,4697
11,4,644
2,34,4217
13,15,2258
47,5,6066
41,30,12843
5,47,8417
49,0,5159
17,46,11474
44,47,21678
28,13,4248
37,34,13143
18,10,2098
6,15,1417
31,17,5842
7,11,1029
15,21,3698
26,42,12762
37,12,5794
45,43,20073
4,16,1338
36,25,9507
21,38,9782
43,14,7765
17,16,3014
20,36,8838
14,17,2747
2,0,35
9,47,9498
44,35,15954
33,39,13850
21,15,3458
49,18,10738
40,33,13724
24,0,1334
26,47,14802
28,14,4479
27,3,2125
48,11,8082
29,44,14571
10,21,2887
31,5,3057
48,43,21297
13,10,1503
14,46,10578
20,28,6413
39,38,15489
33,6,3587
18,39,9290
32,27,9090
14,42,9198
12,17,2460
11,27,4302
43,24,11164
32,40,13926
34,49,18635
11,45,9377
11,5,737
35,31,11357
11,18,2492
3,17,1361
11,49,10770
36,33,12427
47,5,6065
17,46,11475
31,41,14001
25,15,4154
19,44,11341
45,13,7953
8,44,8249
14,20,3324
14,8,1343
37,17,7210
26,43,13158
36,7,4342
22,45,12656
18,48,12547
0,8,294
9,10,1099
44,36,16397
9,32,5103
20,40,10193
35,6,3933
30,34,10965
45,48,22618
16,40,9078
39,39,15926
36,42,16171
16,6,1292
19,48,12869
41,33,14058
33,43,15538
22,37,9720
24,4,1906
34,9,4436
12,0,385
1,8,343
38,0,3168
32,43,15186
4,49,8795
35,31,11358
37,32,12354
43,15,8077
10,14,1726
49,22,12242
9,5,593
9,16,1902
19,21,4418
32,15,5525
33,23,8057
31,26,8497
0,26,2328
1,42,5986
7,37,5970
32,35,11945
26,18,5058
30,33,10603
11,35,6317
45,14,8270
29,45,14994
36,7,4342
26,27,7541
33,46,16866
40,25,10643
30,34,10966
45,17,9257
16,14,2499
8,24,3149
48,0,4957
48,15,9398
48,39,19310
41,42,18027
6,14,1289
13,48,11003
26,11,3462
30,35,11333
15,42,9472
16,15,2678
21,35,8778
48,40,19797
36,23,8838
28,46,15071
4,32,4137
41,32,13647
28,22,6552
21,1,1161
36,7,4342
21,15,3457
32,39,13517
23,24,5984
13,33,6217
16,24,4549
13,27,4682
7,5,466
34,19,7085
17,6,1395
5,23,2513
21,49,13930
30,22,7017
35,13,5634
45,17,9257
16,23,4317
4,0,73
20,3,1314
22,14,3418
2,5,216
26,45,13967
31,4,2864
37,22,8775
2,33,3995
18,44,11039
13,35,6778
14,37,7608
25,1,1578
45,30,14158
22,13,3216
48,48,23917
33,2,2787
6,39,6289
39,22,9312
35,15,6174
7,7,630
24,16,4197
41,23,10218
12,38,7416
12,19,2818
27,12,3844
30,7,3298
47,13,8465
1,3,98
13,43,9258
11,19,2669
30,34,10965
0,30,3043
6,7,562
28,3,2258
49,45,22753
39,48,20129
19,12,2572
1,27,2641
26,18,5057
33,41,14681
24,3,1754
6,19,1990
8,12,1241
9,1,297
22,35,9046
5,42,6902
12,8,1145
17,35,7745
15,8,1448
5,49,9065
21,11,2682
28,25,7428
18,2,1002
37,28,10851
31,21,6962
25,3,1874
41,15,7578
31,47,16581
0,13,664
43,22,10437
17,24,4743
13,44,9594
45,32,15003
0,47,7157
18,12,2432
15,27,5077
11,30,5012
43,32,14317
31,4,2865
17,38,8690
16,2,831
1,26,2466
21,0,1042
35,30,10989
25,39,11306
9,24,3311
13,5,897
3,45,7298
42,44,19368
41,4,4575
9,16,1903
41,21,9522
3,2,117
16,22,4092
38,37,14712
26,26,7241
22,9,2467
16,43,10097
33,36,12646
18,4,1239
22,6,1970
42,23,10505
46,8,6687
41,4,4574
33,28,9703
14,2,677
22,24,5768
29,13,4433
4,0,73
21,42,11206
41,41,17562
35,19,7325
8,34,5400
29,25,7674
41,44,18974
2,18,1385
27,45,14305
47,49,24018
45,30,14158
19,16,3332
38,30,11898
2,22,1950
28,24,7130
5,28,3458
38,25,10067
36,30,11287
32,3,2825
12,15,2125
0,27,2497
32,47,16950
8,17,1931
19,38,9229
3,22,2077
17,47,11849
43,23,10797
18,28,5967
4,0,74
20,22,4848
48,43,21297
45,29,13746
44,45,20663
5,10,759
3,37,5121
6,28,3627
11,6,836
11,40,7773
25,39,11305
37,2,3414
31,33,10897
40,31,12917
20,37,9168
43,24,11165
7,45,8305
38,35,13878
27,35,10446
49,4,6231
35,25,9233
42,4,4767
26,2,1841
18,20,4007
49,0,5159
23,2,1496
24,41,11748
37,36,13955
14,26,4637
42,16,8139
42,8,5796
27,24,6893
24,41,11747
13,25,4218
36,30,11288
32,30,10116
21,25,5817
35,37,13698
9,18,2219
2,7,330
40,20,8913
33,12,4966
46,9,6979
45,42,19583
23,10,2792
41,11,6401
44,36,16397
46,0,4567
40,31,12918
25,8,2719
25,6,2362
36,16,6681
23,23,5717
7,45,8306
37,21,8449
12,2,539
20,16,3498
47,40,19401
42,39,17017
12,49,11068
18,47,12162
6,45,8048
34,46,17238
1,11,562
5,37,5538
43,32,14317
17,42,10034
44,40,18234
13,11,1642
17,25,4986
23,29,7409
35,33,12113
30,23,7314
10,41,7827
21,49,13929
44,28,13014
1,12,647
24,44,12905
20,17,3707
22,40,10775
31,48,17032
19,42,10613
2,37,4920
0,13,663
6,30,4058
18,2,1001
26,4,2160
42,21,9800
37,4,3843
27,44,13893
13,14,2095
6,3,277
39,37,15058
22,18,4286
10,26,3897
31,14,5064
20,28,6414
7,47,8950
17,43,10386
16,3,937
10,3,493
20,47,12797
35,33,12113
40,44,18585
43,29,13090
48,42,20792
14,46,10578
12,19,2817
20,42,10908
32,1,2459
39,17,7698
43,11,6862
6,26,3222
24,19,4905
34,43,15894
15,9,1585
36,3,3457
37,34,13142
5,41,6617
3,4,205
31,20,6673
27,12,3845
7,46,8625
47,14,8793
32,21,7200
37,16,6914
6,40,6568
30,3,2534
27,42,13084
47,12,8144
1,23,1977
16,36,7801
46,28,13668
24,33,8924
41,8,5582
23,17,4241
5,2,183
39,41,16817
29,35,11034
46,14,8530
12,23,3606
44,27,12618
19,22,4652
47,28,14000
6,43,7437
35,39,14525
0,37,4527
43,6,5476
45,36,16762
20,40,10193
0,49,7756
0,48,7454
34,46,17238
39,1,3537
22,22,5249
42,4,4768
7,10,921
25,3,1873
30,36,11708
20,13,2903
12,17,2459
15,13,2194
20,18,3923
14,28,5123
24,45,13303
21,38,9782
23,32,8336
43,29,13090
29,18,5679
12,47,10350
13,15,2258
14,31,5898
32,17,6060
11,1,401
4,36,5078
2,7,329
15,9,1585
43,16,8397
49,49,24905
2,5,215
41,36,15327
17,39,9017
34,22,7997
19,43,10973
7,41,7089
26,47,14802
12,49,11068
9,48,9839
8,15,1637
1,34,4034
22,14,3417
30,20,6444
30,44,14916
28,14,4480
4,6,368
15,5,1074
20,10,2364
22,40,10776
4,15,1214
34,48,18163
13,5,897
37,20,8131
34,40,14604
13,30,5422
3,29,3329
37,16,6914
13,42,8926
31,12,4576
37,33,12746
2,32,3779
35,24,8900
1,26,2467
7,38,6241
4,37,5328
39,23,9653
18,23,4697
27,19,5517
30,12,4387
5,36,5282
23,9,2609
6,35,5238
36,40,15298
35,35,12894
43,7,5742
42,47,20849
34,13,5424
15,23,4133
39,35,14214
25,30,8219
22,9,2467
43,21,10081
12,25,4036
33,42,15107
18,20,4007
17,1,810
34,34,12186
47,15,9125
31,40,13592
0,40,5253
36,24,9169
45,43,20073
30,37,12088
1,27,2641
24,37,10288
31,21,6961
29,34,10670
41,42,18027
36,1,3051
49,13,8994
1,36,4487
13,17,2601
27,43,13486
31,27,8821
46,10,7278
22,3,1526
43,17,8721
27,34,10092
47,2,5265
38,15,6857
21,41,10842
3,20,1772
2,2,89
15,37,7858
40,13,6744
6,49,9340
49,45,22754
7,10,920
41,43,18498
11,20,2853
44,39,17765
48,42,20792
40,46,19548
3,25,2577
17,13,2466
48,42,20791
45,3,5114
12,40,8025
30,21,6727
7,5,465
43,4,4965
44,24,11465
22,37,9719
47,26,13184
15,10,1728
18,6,1501
16,44,10450
35,36,13292
22,22,5250
0,29,2856
3,5,257
34,24,8636
20,24,5346
11,25,3857
3,48,8212
13,31,5682
4,30,3704
44,24,11466
9,49,10185
6,44,7739
24,5,2063
48,26,13512
24,32,8598
45,28,13338
40,34,14135
10,36,6367
1,37,4721
46,0,4567
2,13,816
30,21,6728
37,15,6626
28,40,12618
13,12,1786
47,18,10161
3,21,1922
39,39,15925
33,49,18249
17,42,10035
10,4,575
6,39,6290
5,48,8739
0,40,5254
23,30,7713
27,0,1661
41,32,13647
7,12,1144
31,34,11265
4,1,108
5,8,579
42,39,17018
0,6,188
19,34,7940
42,21,9800
12,35,6545
24,41,11747
29,19,5946
7,19,2118
38,27,10782
13,0,443
20,48,13193
23,47,13781
10,23,3273
34,29,10335
14,5,983
29,5,2754
31,31,10181
44,18,9324
42,49,21868
26,11,3461
34,12,5167
7,21,2450
27,24,6892
0,40,5253
34,46,17238
25,37,10577
12,23,3606
9,29,4385
28,4,2429
30,49,17115
4,34,4596
43,22,10436
43,18,9053
14,48,11303
14,28,5124
1,4,135
27,2,1965
12,40,8026
31,5,3057
4,0,74
26,26,7241
47,38,18441
34,44,16336
42,35,15246
10,1,348
1,45,6818
13,1,521
45,42,19583
6,38,6018
49,34,17331
31,14,5065
40,46,19547
49,13,8993
40,20,8914
1,39,5209
30,27,8558
1,23,1977
43,27,12302
2,9,467
6,28,3627
49,27,14257
7,28,3800
48,30,15187
17,23,4506
42,24,10868
12,9,1267
28,41,13012
33,40,14262
19,9,2065
17,17,3210
11,40,7772
17,25,4986
22,8,2296
43,6,5477
16,35,7497
13,14,2094
30,8,3503
40,4,4386
4,18,1603
14,8,1344
24,41,11747
9,49,10186
36,30,11287
1,8,343
30,38,12473
38,42,16902
23,24,5984
16,17,3052
10,41,7828
10,42,8138
13,24,3994
33,23,8057
38,42,16902
5,42,6903
34,45,16784
30,43,14493
17,45,11105
24,25,6484
6,32,4511
38,33,13067
24,34,9256
37,35,13546
18,41,9972
47,6,6344
23,13,3378
28,11,3802
14,34,6726
31,11,4342
4,27,3097
45,7,6178
11,15,1998
16,48,11918
30,48,16664
41,13,6978
16,40,9077
35,13,5634
1,42,5986
40,40,16733
3,2,117
44,9,6516
33,44,15975
32,37,12719
33,29,10050
6,16,1552
27,34,10092
17,48,12231
18,12,2431
6,0,127
4,15,1213
4,0,74
34,16,6227
30,14,4866
1,20,1543
28,4,2430
33,18,6562
25,0,1438
32,33,11196
0,11,498
30,6,3097
36,34,12819
32,0,2286
29,49,16745
38,22,9042
8,8,798
46,29,14080
40,26,11008
27,19,5518
44,8,6233
17,39,9018
4,8,514
15,28,5329
23,19,4710
3,6,317
35,28,10268
1,0,22
33,12,4966
12,10,1395
38,31,12281
15,9,1585
4,27,3097
36,0,2858
7,40,6801
34,13,5424
31,26,8497
15,28,5329
46,32,15351
28,35,10737
14,46,10577
48,21,11551
6,45,8048
22,13,3216
24,39,11005
48,38,18827
6,26,3222
32,33,11195
41,30,12843
22,28,6876
12,2,539
33,25,8697
10,8,963
44,30,13823
32,44,15617
24,25,6483
16,36,7802
40,25,10643
42,38,16565
14,47,10937
46,1,4811
19,39,9565
24,17,4428
27,28,8100
49,3,5954
36,12,5582
49,26,13843
31,4,2864
23,31,8022
6,0,127
34,20,7383
23,21,5202
29,10,3759
16,29,5799
46,49,23580
5,21,2178
18,2,1001
28,26,7732
0,16,958
8,11,1122
7,39,6517
11,33,5778
24,38,10643
26,47,14801
48,21,11552
43,14,7764
3,3,158
11,39,7469
40,25,10644
35,30,10988
49,19,11105
28,33,10027
41,13,6978
2,41,5940
40,2,3928
7,22,2625
14,14,2225
23,0,1232
42,32,13980
16,12,2162
3,41,6161
39,4,4201
7,27,3590
4,4,246
28,27,8041
37,20,8130
8,45,8567
26,10,3257
0,6,187
26,17,4812
10,0,283
4,8,513
43,28,12693
1,0,22
21,16,3667
48,6,6572
42,17,8459
8,34,5400
15,19,3286
18,21,4231
14,34,6726
4,39,5846
46,3,5317
0,49,7755
25,6,2362
11,41,8082
39,31,12598
3,7,382
12,49,11068
30,48,16664
37,21,8449
29,27,8297
45,6,5902
13,22,3566
32,48,17406
24,40,11374
4,12,878
10,5,663
45,9,6745
43,3,4718
36,21,8192
2,2,90
3,33,4177
6,20,2147
16,12,2161
43,4,4964
9,33,5353
33,13,5217
38,15,6858
13,49,11369
34,27,9637
21,30,7223
41,29,12450
38,16,7151
12,4,718
45,6,5902
36,22,8511
31,0,2152
5,34,4791
45,3,5113
0,43,6034
12,14,1968
22,23,5506
48,18,10447
11,9,1170
44,1,4427
1,10,483
36,28,10557
12,23,3606
2,43,6486
45,32,15003
24,36,9937
18,44,11040
34,39,14185
7,42,7384
39,21,8977
13,47,10642
16,45,10807
34,0,2564
32,29,9768
7,21,2450
9,47,9497
2,1,60
48,10,7767
38,33,13068
7,0,161
47,43,20886
23,12,3176
10,35,6094
41,31,13241
41,38,16203
6,19,1990
26,46,14382
32,36,12330
9,13,1473
2,46,7349
18,35,7997
19,22,4653
12,8,1146
10,6,757
13,24,3995
42,1,4059
8,46,8891
7,7,629
12,24,3817
18,1,892
23,16,4016
